Plant ID,Plant Code,Botanical Name,Common Name,Previous Name,Plant Type,Water Needs,Climate Zones,Light Needs,Soil Type,Soil Additional,Maintenance,Abcission,Height Ranges,Spread Ranges,Flower colour,Foliage Colour,Perfume,Aromatic,Edible,Bird Attracting,Bird Attractant,Bore water Tolerance,Frost Tolerance,Greywater Tolerance,Native,Butterfly Attracting,Butterfly Type,Image,Image Location,Image Owner,Herb External Have,Herb Images change to ,Notes,Why photo removed,Why plant removed,Actioned By,Date Actioned,Status
2116,FLIBRA,Flindersia brayleyana,Queensland Maple,,Medium Tree,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Well drained,Low,Evergreen,8 to 15m,5 to 10m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2116_flindersia_brayleyana.jpg,Sheldon Navie,,,,,,,,Active
2117,FLICOL,Flindersia collina,Leopard Ash,,Medium Tree,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Well drained,Low,Evergreen,5 to 8m,3 to 5m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2117_flcol.jpg,Glenn Leiper,,,,,,,,Active
2118,FLISCH,Flindersia schottiana,Bumpy Ash,,Medium Tree,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Well drained,Low,Evergreen,8 to 15m,5 to 10m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2118_flindersia_schottiana.jpg,Sheldon Navie,,,,,,,,Active
2119,FORBEA,Forsythia 'Beatrix Farrand',Golden Bells,,Shrub,900 to 1400mm,Temperate,Sun,Loam,,Medium,Deciduous,2 to 5m,1 to 2m,Yellow,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2120,FORMEI,Fortunella crassifolia 'Meiwa',Large Round Kumquat,,"Fruit,Tree",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Well drained,High,Evergreen,1 to 2m,1 to 2m,White,Mid green,Yes,Unknown,Yes,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/2120_fortunella_crassifolia_meiwa.jpg,Department of Environment and Resource Management,,,,,,,,Active
2121,FORJAP,Fortunella japonica,Kumquat,,"Fruit,Tree",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Well drained,High,Evergreen,1 to 2m,1 to 2m,White,Mid green,Yes,Unknown,Yes,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/2121_fortunella_japonica.jpg,Department of Environment and Resource Management,,,,,,,,Active
2122,FORMRU,Fortunella japonica 'Marumi',Round Kumquat,,"Fruit,Tree",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Well drained,High,Evergreen,1 to 2m,1 to 2m,White,Mid green,Yes,Unknown,Yes,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2123,FORMAR,Fortunella margarita,Kumquat,,"Fruit,Tree",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Well drained,High,Evergreen,1 to 2m,1 to 2m,White,Mid green,Yes,Unknown,Yes,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2124,FORNAG,Fortunella margarita 'Nagami',Oval Kumquat,,"Fruit,Tree",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Well drained,High,Evergreen,1 to 2m,1 to 2m,White,Mid green,Yes,Unknown,Yes,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2125,FORVAR,Fortunella margarita 'Variegated Nagami',Variegated Oval Kumquat,,"Fruit,Tree",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Well drained,High,Evergreen,1 to 2m,1 to 2m,White,Mid green,Yes,Unknown,Yes,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2126,FOUSPL,Fouquieria splendens,Ocotillo,,Shrub,300 to 600mm,"Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",,Low,Semi-deciduous,2 to 5m,1 to 2m,Red,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2127,FRAANA,Fragaria ananassa,Strawberry,,"Fruit,Perennial",1400 to 2000mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,,High,Evergreen,Under 0.5m,Under 0.5m,White,Dark green,Unknown,Unknown,Yes,Yes,Fruit,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2127_fragaria_ananassa.jpg,Arno King,,,,,,,,Active
2128,FRACHI,Potentilla chiloensis,Wild Strawberry,Fragaria chiloensis,"Fruit,Perennial",1400 to 2000mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,,High,Evergreen,Under 0.5m,Under 0.5m,White,Dark green,Unknown,Unknown,Yes,Yes,Fruit,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2129,FRAAUR,Fraxinus excelsior 'Aurea',Golden Ash,,Medium Tree,600 to 900mm,Temperate,Sun,"Sand,Loam",Well drained,Low,Deciduous,5 to 8m,3 to 5m,Insignificant,Yellow and green,Unknown,Unknown,Unknown,Unknown,,Unknown,Medium,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2130,FRAGRI,Fraxinus griffithii,Himalayan Ash,,Medium Tree,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Medium,Deciduous,8 to 15m,5 to 10m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Medium,Unknown,No,Unknown,Unknown,No,,,,,This plant is considered a weed in some parts of Queensland. Check with your local Council before planting. ,,,,,Active
2131,FRARAY,Fraxinus oxycarpa 'Raywoodii' (angustifolia),Claret Ash,,Medium Tree,600 to 900mm,Temperate,Sun,"Sand,Loam",Well drained,Medium,Deciduous,8 to 15m,5 to 10m,Insignificant,Dark green and purple,Unknown,Unknown,Unknown,Unknown,,Yes,Medium,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2132,FRAUHD,Fraxinus uhdei,South American Ash,,Medium Tree,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Medium,Deciduous,8 to 15m,5 to 10m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Medium,Yes,No,Unknown,Unknown,No,,,,,,,,,,Active
2133,FRELAC,Freesia lactea,Freesia,,Bulb,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,,High,Deciduous,Under 0.5m,Under 0.5m,white,Light green,Yes,Unknown,No,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2133_freesia_lactea.jpg,Arno King,,,,,,,,Active
2134,FRESCA,Freycinetia scandens,Climbing Pandan,,Climber,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Low,Evergreen,2 to 5m,1 to 2m,Orange,Mid green,Unknown,Unknown,No,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2134_frsca.jpg,Department of Environment and Resource Management,Glenn Leiper,,,,,,,Active
2135,FREEXC,Freycinetia excelsa,Climbing Pandan,,Climber,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Low,Evergreen,2 to 5m,1 to 2m,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2135_frexc.jpg,Department of Environment and Resource Management,Glenn Leiper,,,,,,,Active
2136,FUCGAR,Fuchsia triphylla 'Gartenmeister Bonstedt',Honeysuckle Fuchsia,,Shrub,1400 to 2000mm,Temperate,Semi-shade,Loam,,Medium,Evergreen,1 to 2m,1 to 2m,Red,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2137,FURVAR,Furcraea foetida 'Mediopicta',Maruritius Hemp,Furcraea gigantea 'Striata',Succulent,300 to 600mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",Well drained,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Mid green and yellow,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2137_furcraea_foetida_variegata.jpg,Paul Plant,,,,,,,,Active
2138,FURMAC,Furcraea macdougalii,Tree Furcraea,,Succulent,300 to 600mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",,Low,Evergreen,2 to 5m,2 to 3m,Insignificant,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2138_furcraea_macdougalii.jpg,Arno King,,,,,,,,Active
2139,GAHASP,Gahnia aspera,Saw Rush,,Grass,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Tolerant of poor drainage,Low,Evergreen,1 to 2m,1 to 2m,Insignificant,Dark green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Medium,Unknown,Yes,Unknown,Unknown,Yes,images/2139_gaasp.jpg,Department of Environment and Resource Management,Glenn Leiper,,,,,,,Active
2140,GAHCLA,Gahnia clarkei,Saw Rush,,Grass,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Tolerant of poor drainage,Low,Evergreen,1 to 2m,1 to 2m,Insignificant,Dark green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Yes,,Yes,images/2140_gacla.jpg,Department of Environment and Resource Management,Glenn Leiper,,,,,,,Active
2141,GAHSIE,Gahnia sieberiana,Cut Leaf Sedge,,Grass,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",Tolerant of poor drainage,Low,Evergreen,1 to 2m,1 to 2m,Insignificant,Dark green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Medium,Unknown,Yes,Yes,,Yes,images/2141_gasie.jpg,Department of Environment and Resource Management,Glenn Leiper,,,,,,,Active
2142,GAIPUL,Gaillardia pulchella,Blanket Flower,,Annual,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",,Medium,Annual,Under 0.5m,Under 0.5m,Red and yellow,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Heavy,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2143,GAIGRA,Gaillardia x grandiflora,Blanket Flower,,Annual,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",,Medium,Annual,0.5 to 1m,0.5 to 1m,Orange and yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Heavy,Unknown,No,Unknown,Unknown,Yes,images/2143_gaillardia_x_grandiflora.jpg,Paul Plant,,,,,,,,Active
2144,GALGLA,Galphimia gracilis,Rain of Gold,Galphimia glauca,Shrub,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical",Sun,"Sand,Loam,Clay",,Low,Evergreen,1 to 2m,1 to 2m,Yellow,Light green,Unknown,Unknown,Unknown,Unknown,,No,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2144_galphimia_gracilis.jpg,Paul Plant,,,,,,,,Active
2145,GAMCHR,Euryops chrysanthemoides,Paris Daisy,Gamolepis chrysanthemoides,Shrub,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,1 to 2m,1 to 2m,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2146,GANFAL,Ganophyllum falcatum,Scaly Ash,,Large Tree,600 to 900mm,"Dry Tropical,Dry Subtropical",Sun,Loam,,Low,Evergreen,8 to 15m,5 to 10m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2147,GARMAN,Garcinia mangostana,Mangosteen,,"Fruit,Tree",2000 to 2500mm,Humid Tropical,"Sun,Semi-shade","Sand,Loam","High organic matter,Well drained",Medium,Evergreen,8 to 15m,5 to 10m,Insignificant,Dark green,Unknown,Unknown,Yes,Yes,Fruit,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2148,GAROCH,Larsenaikia ochreata,Native Gardenia,Gardenia ochreata,Small Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,5 to 8m,3 to 5m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
2149,GARCAR,Gardenia carinata,Golden Gardenia,,Small Tree,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Low,Evergreen,5 to 8m,2 to 3m,Yellow,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2149_gardenia_carinata.jpg,Paul Plant,,,,,,,,Active
2150,GARCOR,Gardenia coronaria,Orange Gardenia,,Small Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Low,Evergreen,5 to 8m,3 to 5m,Orange,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2151,GARGJE,Gardenia gjellerupii,Golden Gardenia,,Small Tree,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,5 to 8m,2 to 3m,Yellow,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2151_gardenia_gjellerupii.jpg,Arno King,,,,,,,,Active
2152,GARJAS,Gardenia jasminoides,Gardenia,Gardenia augusta,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2153,GARFLO,Gardenia jasminoides 'Florida',Florida Gardenia,Gardenia florida,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,0.5 to 1m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/2153_gardenia_jasminoides_florida.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
2155,GARWHI,Gardenia jasminoides 'White Gem',White Gem Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2156,GARMAG,Gardenia jasminoides 'Magnifica',Magnifica Gardenia,Gardenia magnifica,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/2156_gardenia_jasmonoides_magnifica.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
2157,GARPRO,Gardenia jasminoides 'Prof Pucci',Professor Pucci Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,2 to 5m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2158,GARVAR,Gardenia jasminoides 'Radicans Variegata',Dwarf Variegated Gardenia,,Groundcover,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,Under 0.5m,0.5 to 1m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2159,GARRAD,Gardenia jasminoides 'Radicans',Dwarf Gardenia,Gardenia radicans,Groundcover,900 to 1400mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,Under 0.5m,0.5 to 1m,White,Green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/2159_gardenia_jasminoides_radicans.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
2160,GARAIM,Gardenia jasminoides 'Aimee Yoshiba',First Love Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2161,GARETE,Gardenia jasminoides 'Eternity',Eternity Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2162,GARFOU,Gardenia jasminoides 'Four Seasons',Hedging Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/2162_gardenia_jasminoides_four_seasons.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
2163,GARFRA,Gardenia jasminoides 'Fragrant Star',Fragrant Star Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2164,GARGAL,Gardenia jasminoides 'Galees White',Galees Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2165,GARGOL,Gardenia jasminoides 'Golden Magic',Golden Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,Cream,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/2165_gardenia_jasminoides_golden_magic.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
2166,GARGRA,Gardenia jasminoides 'Grandiflora Star',Single Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/2166_gardenia_jasminoides_grandiflora_star.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
2167,GARLAC,Gardenia jasminoides 'Lacy lady',Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2168,GARMIA,Gardenia jasminoides 'Miami Supreme',Miami Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2169,GARTRU,Gardenia jasminoides 'First Love',First Love Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2170,GARVEI,Gardenia jasminoides 'Veitchii',Ocean Pearl Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,High organic matter,Medium,Evergreen,1 to 2m,1 to 2m,White,Dark green,Yes,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/2170_gardenia_jasminoides_veitchiil.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
2171,GARLON,Gardenia longiflora,Soleil D'or Gardenia,Gardenia 'Soleil D'or' ,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,2 to 5m,1 to 2m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2172,GARMEG,Gardenia megasperma,Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,2 to 5m,2 to 3m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
2174,GAROVU,Gardenia ovularis,Native Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,2 to 5m,2 to 3m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
2175,GARSCA,Gardenia scabrella,North Queensland Gardenia,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Medium,Evergreen,2 to 5m,2 to 3m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2175_gasca.jpg,Department of Environment and Resource Management,Garry Sankowsky,,,,,,,Active
2176,GARGLE,Gardenia sp. 'Glennie River',Glennie River Gardenia,,Groundcover,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,0.5 to 1m,1 to 2m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2176_gardenia_sp_glennie_river.jpg,Arno King,,,,,,,,Active
2178,GARSPA,Gardenia spatulifolia,Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Low,Evergreen,2 to 5m,3 to 5m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2179,GARTAI,Gardenia taitensis,Tahitian Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Well drained,Medium,Evergreen,2 to 5m,2 to 3m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2180,GARTHU,Gardenia thunbergia,Star Gardenia,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,,Low,Evergreen,2 to 5m,3 to 5m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2180_gardenia_thunbergia.jpg,Paul Plant,,,,,,,,Active
2181,GARTUB,Gardenia tubifera,Gardenia,,"Shrub, Small Tree",1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,5 to 8m,1 to 5m,White and yellow,Dark green,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,No,Yes,,Yes,images/2181_gardenia_tubifera.jpg,Arno King,,,,,,,,Active
2182,GARVIE,Gardenia vietnamensis,Forever More Gardenia,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,2 to 5m,2 to 3m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2183,GARJAR,Gardenia jardinei,Jardin's Gardenia,Larsenaikia jardinei,Medium Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,5 to 8m,3 to 5m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
2184,GARELL,Garrya elliptica,Catkin Bush,,Small Tree,900 to 1400mm,Temperate,"Sun,Semi-shade",Loam,,Low,Deciduous,2 to 5m,1 to 2m,white and purple,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2185,GASSPE,Gasteria carinata,Gasteria,Gasteria speciosa,Succulent,300 to 600mm,"Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",Well drained,Low,Evergreen,Under 0.5m,0.5 to 1m,orange,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2186,GASCRI,Gastrococos crispa,Cuban Belly Palm,,Palms and Cycads,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Evergreen,5 to 8m,3 to 5m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2186_gastrococcus_crispa.jpg,Arno King,,,,,,,,Active
